chr	start	end	strand	gene_ID	gene_type	gene_short_name
chr8	88845397	88861738	+	ENSMUSG00000036810	protein_coding	Cnep1r1
chr8	88864483	88898655	+	ENSMUSG00000031657	protein_coding	Heatr3
chr8	88864834	88864902	+	ENSMUSG00000099080	miRNA	Mir7071
chr8	88892222	88901083	-	ENSMUSG00000135131	lncRNA	ENSMUSG00000135131
chr8	88901188	88901662	+	ENSMUSG00000062704	lncRNA	9430002A10Rik
chr8	88925837	88986355	+	ENSMUSG00000036779	protein_coding	Tent4b
chr8	88987279	88989942	+	ENSMUSG00000139691	lncRNA	ENSMUSG00000139691
chr8	88997790	88998874	-	ENSMUSG00000129429	lncRNA	ENSMUSG00000129429
chr8	88999031	89056590	+	ENSMUSG00000031659	protein_coding	Adcy7
chr8	89057667	89088822	-	ENSMUSG00000031660	protein_coding	Brd7
chr8	89111801	89114738	-	ENSMUSG00000128924	lncRNA	ENSMUSG00000128924
chr8	89117749	89118856	+	ENSMUSG00000110280	processed_pseudogene	Gm45497
chr8	89128108	89138166	-	ENSMUSG00000136495	lncRNA	ENSMUSG00000136495
chr8	89138276	89139748	+	ENSMUSG00000127065	lncRNA	ENSMUSG00000127065
chr8	89144042	89211679	+	ENSMUSG00000127921	lncRNA	ENSMUSG00000127921
chr8	89246195	89247790	-	ENSMUSG00000121158	lncRNA	Gm35162
chr8	89247982	89321512	+	ENSMUSG00000031661	protein_coding	Nkd1
chr8	89272150	89274533	-	ENSMUSG00000124911	lncRNA	ENSMUSG00000124911
chr8	89286661	89289577	+	ENSMUSG00000110187	TEC	Gm45496
chr8	89330561	89349351	+	ENSMUSG00000134158	lncRNA	ENSMUSG00000134158
chr8	89353191	89362756	-	ENSMUSG00000031662	protein_coding	Snx20
chr8	89373943	89415102	+	ENSMUSG00000055994	protein_coding	Nod2
chr8	89386805	89390981	-	ENSMUSG00000134572	lncRNA	ENSMUSG00000134572
chr8	89407506	89421284	-	ENSMUSG00000135600	lncRNA	ENSMUSG00000135600
chr8	89423675	89478573	+	ENSMUSG00000036712	protein_coding	Cyld
chr8	89447707	89448236	-	ENSMUSG00000109970	processed_pseudogene	Gm17995
chr8	89454831	89455668	-	ENSMUSG00000110299	processed_pseudogene	Gm17910
chr8	89533019	89533765	+	ENSMUSG00000056772	processed_pseudogene	Rps6-ps2
chr8	89587596	89589702	-	ENSMUSG00000109778	TEC	Gm45504
chr8	89612295	89617449	+	ENSMUSG00000139608	lncRNA	ENSMUSG00000139608
chr8	89678384	89693667	+	ENSMUSG00000124719	lncRNA	ENSMUSG00000124719
chr8	89732410	89734304	-	ENSMUSG00000120587	lncRNA	Gm56831
chr8	89740920	89870450	+	ENSMUSG00000120400	lncRNA	Gm3134
chr8	89751363	89751459	+	ENSMUSG00000099078	miRNA	Mir8110
chr8	89752186	89752648	-	ENSMUSG00000134334	lncRNA	ENSMUSG00000134334
chr8	89753863	89770790	-	ENSMUSG00000031665	protein_coding	Sall1
chr8	89772001	89857275	-	ENSMUSG00000120204	lncRNA	Gm56850
chr8	89873415	89873686	-	ENSMUSG00000094790	processed_pseudogene	Gm6625
chr8	89894056	89895555	+	ENSMUSG00000124230	lncRNA	ENSMUSG00000124230
chr8	89913574	89914188	-	ENSMUSG00000069962	processed_pseudogene	Gm5356
chr8	89943998	89957082	+	ENSMUSG00000124090	lncRNA	ENSMUSG00000124090
chr8	89971004	89972042	-	ENSMUSG00000132582	lncRNA	ENSMUSG00000132582
chr8	90015938	90024888	+	ENSMUSG00000132082	lncRNA	ENSMUSG00000132082
chr8	90030222	90035295	-	ENSMUSG00000134808	lncRNA	ENSMUSG00000134808
chr8	90048350	90048937	+	ENSMUSG00000131961	lncRNA	ENSMUSG00000131961
chr8	90105183	90109371	-	ENSMUSG00000141524	lncRNA	ENSMUSG00000141524
chr8	90123413	90159620	-	ENSMUSG00000128796	lncRNA	ENSMUSG00000128796
chr8	90153820	90198098	+	ENSMUSG00000128758	lncRNA	ENSMUSG00000128758
chr8	90316063	90316169	-	ENSMUSG00000119458	snRNA	Gm26331
chr8	90393801	90393932	-	ENSMUSG00000088883	snoRNA	Gm24212
chr8	90773711	90777295	+	ENSMUSG00000141860	lncRNA	ENSMUSG00000141860
chr8	90973668	91074971	-	ENSMUSG00000043668	protein_coding	Tox3
chr8	91074273	91078950	+	ENSMUSG00000141217	lncRNA	ENSMUSG00000141217
chr8	91081908	91086246	-	ENSMUSG00000123324	lncRNA	ENSMUSG00000123324
chr8	91086324	91128701	+	ENSMUSG00000125971	lncRNA	ENSMUSG00000125971
chr8	91143845	91226086	-	ENSMUSG00000137124	lncRNA	ENSMUSG00000137124
chr8	91144372	91150297	+	ENSMUSG00000137205	lncRNA	ENSMUSG00000137205
chr8	91217819	91231675	+	ENSMUSG00000137165	lncRNA	ENSMUSG00000137165
chr8	91247323	91263203	-	ENSMUSG00000132455	lncRNA	ENSMUSG00000132455
chr8	91396310	91489224	-	ENSMUSG00000110212	lncRNA	Gm35963
chr8	91411814	91414691	-	ENSMUSG00000109726	TEC	Gm45638
chr8	91517454	91517575	-	ENSMUSG00002075128	miRNA	Gm55428
chr8	91542773	91544021	-	ENSMUSG00000110332	protein_coding	Gm19935
chr8	91554980	91781144	+	ENSMUSG00000056608	protein_coding	Chd9
chr8	91573955	91576527	-	ENSMUSG00000110166	lncRNA	Gm45641
chr8	91602945	91603086	+	ENSMUSG00000142024	lncRNA	ENSMUSG00000142024
chr8	91603209	91605104	+	ENSMUSG00000109812	TEC	Gm45640
chr8	91603326	91604133	-	ENSMUSG00000141985	lncRNA	ENSMUSG00000141985
chr8	91619783	91621266	+	ENSMUSG00000109863	TEC	Gm45643
chr8	91633160	91635044	-	ENSMUSG00000074171	TEC	Gm6658
chr8	91781892	91783185	+	ENSMUSG00000110377	TEC	Gm45363
chr8	91785806	91788710	+	ENSMUSG00000133874	lncRNA	ENSMUSG00000133874
chr8	91787893	91788024	-	ENSMUSG00000089179	snoRNA	Gm22428
chr8	91793795	91796639	-	ENSMUSG00000137377	lncRNA	ENSMUSG00000137377
chr8	91796685	91850472	+	ENSMUSG00000031666	protein_coding	Rbl2
chr8	91832762	91833122	-	ENSMUSG00000143186	lncRNA	ENSMUSG00000143186
chr8	91838412	91926604	-	ENSMUSG00000031667	protein_coding	Aktip
chr8	91840390	91843299	-	ENSMUSG00000109727	lncRNA	Gm45464
chr8	91862134	91862320	-	ENSMUSG00000126012	lncRNA	ENSMUSG00000126012
chr8	91869684	91887731	-	ENSMUSG00000132021	lncRNA	ENSMUSG00000132021
chr8	91878835	91879002	+	ENSMUSG00000110189	processed_pseudogene	Gm45665
chr8	91884367	91885518	+	ENSMUSG00000109755	processed_pseudogene	Gm8489
chr8	91887144	91897810	+	ENSMUSG00000110106	lncRNA	Gm45666
chr8	91911547	91911811	-	ENSMUSG00002076895	misc_RNA	Gm55506
chr8	91937192	91960375	+	ENSMUSG00000110089	lncRNA	Gm36243
chr8	91943658	92039890	-	ENSMUSG00000033282	protein_coding	Rpgrip1l
chr8	91985066	91987163	-	ENSMUSG00000109828	TEC	Gm45662
chr8	92000404	92006342	+	ENSMUSG00000139792	lncRNA	ENSMUSG00000139792
chr8	92021436	92026942	+	ENSMUSG00000126468	lncRNA	ENSMUSG00000126468
chr8	92032595	92034383	-	ENSMUSG00000109956	TEC	Gm45428
chr8	92040153	92395067	+	ENSMUSG00000055932	protein_coding	Fto
chr8	92097410	92110147	+	ENSMUSG00000126384	lncRNA	ENSMUSG00000126384
chr8	92104157	92108217	-	ENSMUSG00000126506	lncRNA	ENSMUSG00000126506
chr8	92117321	92118573	-	ENSMUSG00000110233	TEC	Gm45427
chr8	92161033	92201226	-	ENSMUSG00000110138	lncRNA	4831440D22Rik
chr8	92176934	92179140	+	ENSMUSG00000110079	TEC	Gm45292
chr8	92219647	92222223	+	ENSMUSG00000109642	TEC	Gm45289
chr8	92255463	92259352	-	ENSMUSG00000109709	TEC	Gm45290
chr8	92305916	92308017	+	ENSMUSG00000110068	TEC	Gm45294
chr8	92347194	92356536	-	ENSMUSG00000090778	lncRNA	Gm3235
chr8	92359707	92361518	+	ENSMUSG00000110325	TEC	Gm45293
chr8	92397480	92398525	-	ENSMUSG00000110302	TEC	Gm45295
chr8	92415002	92415763	-	ENSMUSG00000110371	processed_pseudogene	Gm9619
chr8	92416381	92416740	+	ENSMUSG00000110073	processed_pseudogene	Gm2875
chr8	92436861	92441479	-	ENSMUSG00000110216	lncRNA	Gm36325
chr8	92515123	92520876	-	ENSMUSG00000110304	lncRNA	Gm36380
chr8	92521816	92524734	-	ENSMUSG00000129442	lncRNA	ENSMUSG00000129442
chr8	92525153	92528695	-	ENSMUSG00000031734	protein_coding	Irx3
chr8	92527040	92534167	+	ENSMUSG00000046413	lncRNA	Irx3os
chr8	92531876	92599627	+	ENSMUSG00000099664	lncRNA	Gm28511
chr8	92634193	92639694	-	ENSMUSG00000099812	lncRNA	Gm28515
chr8	92642354	92678409	+	ENSMUSG00000140644	lncRNA	ENSMUSG00000140644
chr8	92685309	92719934	-	ENSMUSG00000109696	lncRNA	Gm36670
chr8	92724053	92735634	+	ENSMUSG00000110274	lncRNA	Gm36843
chr8	92751070	92765067	+	ENSMUSG00000101613	lncRNA	Gm28516
chr8	92766545	92766648	+	ENSMUSG00000065636	snRNA	Gm24254
chr8	92792177	92794529	+	ENSMUSG00000126679	lncRNA	ENSMUSG00000126679
chr8	92798829	92822441	+	ENSMUSG00000133844	lncRNA	ENSMUSG00000133844
chr8	92845005	92891210	-	ENSMUSG00000128211	lncRNA	ENSMUSG00000128211
chr8	92878724	92884894	-	ENSMUSG00000110380	lncRNA	Gm45332
chr8	92899185	92915774	+	ENSMUSG00000110198	lncRNA	Gm45335
chr8	92916039	92940168	+	ENSMUSG00000133738	lncRNA	ENSMUSG00000133738
chr8	92959753	92974587	+	ENSMUSG00000110134	lncRNA	Gm45334
chr8	93038763	93084336	-	ENSMUSG00000031736	lncRNA	Crnde
chr8	93063296	93065878	-	ENSMUSG00000095651	lncRNA	Gm21817
chr8	93082503	93084179	+	ENSMUSG00000138414	lncRNA	ENSMUSG00000138414
chr8	93084253	93102914	+	ENSMUSG00000031737	protein_coding	Irx5
chr8	93114619	93123165	+	ENSMUSG00000129236	lncRNA	ENSMUSG00000129236
chr8	93192395	93196293	+	ENSMUSG00000110290	lncRNA	Gm45336
chr8	93203809	93220701	-	ENSMUSG00000124299	lncRNA	ENSMUSG00000124299
chr8	93380410	93421756	-	ENSMUSG00000110023	lncRNA	Gm45505
chr8	93400916	93407584	+	ENSMUSG00000031738	protein_coding	Irx6
chr8	93442375	93443603	-	ENSMUSG00000078967	processed_pseudogene	Gapdh-ps16
chr8	93553919	93580048	+	ENSMUSG00000031740	protein_coding	Mmp2
chr8	93578576	93582962	-	ENSMUSG00000109669	lncRNA	Gm45472
chr8	93581967	93645907	+	ENSMUSG00000033192	protein_coding	Lpcat2
chr8	93628035	93629039	+	ENSMUSG00000078144	protein_coding	Capns2
chr8	93639760	93639817	-	ENSMUSG00002076561	miRNA	Gm55543
chr8	93664005	93669867	-	ENSMUSG00000137479	lncRNA	ENSMUSG00000137479
chr8	93686707	93728295	+	ENSMUSG00000055368	protein_coding	Slc6a2
chr8	93738247	93768146	+	ENSMUSG00000109651	lncRNA	Gm45463
chr8	93746842	93774820	-	ENSMUSG00000071047	protein_coding	Ces1a
chr8	93783356	93806645	-	ENSMUSG00000078964	protein_coding	Ces1b
chr8	93825643	93857911	-	ENSMUSG00000057400	protein_coding	Ces1c
chr8	93867959	93880744	-	ENSMUSG00000110714	transcribed_unprocessed_pseudogene	Gm45910
chr8	93870828	93881080	-	ENSMUSG00000141557	lncRNA	ENSMUSG00000141557
chr8	93892696	93924466	-	ENSMUSG00000056973	protein_coding	Ces1d
chr8	93916956	93917986	-	ENSMUSG00000110496	TEC	Gm45909
chr8	93927846	93956247	-	ENSMUSG00000061959	protein_coding	Ces1e
chr8	93965281	93977803	-	ENSMUSG00000110659	unprocessed_pseudogene	Gm45727
chr8	93982864	94006375	-	ENSMUSG00000031725	protein_coding	Ces1f
chr8	94028997	94063936	-	ENSMUSG00000057074	protein_coding	Ces1g
chr8	94062248	94068239	+	ENSMUSG00000129008	lncRNA	ENSMUSG00000129008
chr8	94078471	94106353	-	ENSMUSG00000074156	protein_coding	Ces1h
chr8	94090251	94157677	+	ENSMUSG00000110718	lncRNA	Gm45765
chr8	94142165	94154256	-	ENSMUSG00000110670	lncRNA	Gm30132
chr8	94157103	94163802	-	ENSMUSG00000110695	lncRNA	Gm45766
chr8	94202956	94213375	-	ENSMUSG00000118579	unprocessed_pseudogene	Gm53022
chr8	94225692	94262458	-	ENSMUSG00000058019	protein_coding	Ces5a
chr8	94233463	94238988	+	ENSMUSG00000124974	lncRNA	ENSMUSG00000124974
chr8	94240304	94240914	+	ENSMUSG00000125011	lncRNA	ENSMUSG00000125011
chr8	94292605	94355252	-	ENSMUSG00000110534	lncRNA	Gm45708
chr8	94362916	94540350	-	ENSMUSG00000097520	lncRNA	4930488L21Rik
chr8	94390449	94392053	+	ENSMUSG00000140421	lncRNA	ENSMUSG00000140421
chr8	94392638	94456093	+	ENSMUSG00000140268	lncRNA	ENSMUSG00000140268
chr8	94458375	94473844	+	ENSMUSG00000140385	lncRNA	ENSMUSG00000140385
chr8	94474203	94476480	-	ENSMUSG00000110672	TEC	Gm45786
chr8	94536594	94696016	+	ENSMUSG00000031748	protein_coding	Gnao1
chr8	94660463	94660564	-	ENSMUSG00002075108	miRNA	Gm55572
chr8	94698216	94739470	-	ENSMUSG00000031751	protein_coding	Amfr
chr8	94737113	94751194	+	ENSMUSG00000136921	lncRNA	ENSMUSG00000136921
chr8	94740691	94741144	-	ENSMUSG00000136953	lncRNA	ENSMUSG00000136953
chr8	94742124	94763659	-	ENSMUSG00000031754	protein_coding	Nudt21
chr8	94763826	94794549	+	ENSMUSG00000033009	protein_coding	Ogfod1
chr8	94775409	94777323	+	ENSMUSG00000110499	TEC	Gm45873
chr8	94794582	94825556	-	ENSMUSG00000031755	protein_coding	Bbs2
chr8	94824824	94827200	+	ENSMUSG00000129985	lncRNA	ENSMUSG00000129985
chr8	94851338	94853141	+	ENSMUSG00000140186	lncRNA	ENSMUSG00000140186
chr8	94863825	94865659	+	ENSMUSG00000031757	protein_coding	Mt4
chr8	94879235	94880774	+	ENSMUSG00000031760	protein_coding	Mt3
chr8	94892504	94900040	-	ENSMUSG00000110588	lncRNA	Gm45774
chr8	94899292	94900196	+	ENSMUSG00000031762	protein_coding	Mt2
chr8	94903315	94905681	-	ENSMUSG00000129636	lncRNA	ENSMUSG00000129636
chr8	94905710	94906955	+	ENSMUSG00000031765	protein_coding	Mt1
chr8	94909917	94911610	+	ENSMUSG00000110524	lncRNA	Gm39228
chr8	94936809	94941134	-	ENSMUSG00000129601	lncRNA	ENSMUSG00000129601
chr8	94941192	95043855	+	ENSMUSG00000032939	protein_coding	Nup93
chr8	94949621	94950262	+	ENSMUSG00000110679	processed_pseudogene	Rpl10-ps5
chr8	95000054	95003488	+	ENSMUSG00000110442	TEC	Gm45804
chr8	95039524	95042425	-	ENSMUSG00000140789	lncRNA	ENSMUSG00000140789
chr8	95048786	95054728	+	ENSMUSG00000110710	lncRNA	C78859
chr8	95050939	95051009	+	ENSMUSG00000065512	miRNA	Mir138-2
chr8	95055829	95092842	+	ENSMUSG00000031766	protein_coding	Slc12a3
chr8	95090148	95090661	-	ENSMUSG00000134080	lncRNA	ENSMUSG00000134080
chr8	95102969	95108084	+	ENSMUSG00000089712	lncRNA	Gm15889
chr8	95105188	95113721	-	ENSMUSG00000090105	lncRNA	Gm15890
chr8	95113066	95122005	+	ENSMUSG00000031770	protein_coding	Herpud1
chr8	95131220	95138458	-	ENSMUSG00000141567	lncRNA	ENSMUSG00000141567
chr8	95131839	95132417	+	ENSMUSG00000094257	processed_pseudogene	Ap3s1-ps2
chr8	95133693	95148699	+	ENSMUSG00000121978	transcribed_unitary_pseudogene	ENSMUSG00000121978
chr8	95142106	95148926	+	ENSMUSG00000133397	lncRNA	ENSMUSG00000133397
chr8	95149524	95161731	-	ENSMUSG00000097194	lncRNA	9330175E14Rik
chr8	95160984	95253900	+	ENSMUSG00000074151	protein_coding	Nlrc5
chr8	95226206	95230601	-	ENSMUSG00000139051	lncRNA	ENSMUSG00000139051
chr8	95231674	95231733	+	ENSMUSG00000098511	miRNA	Mir7072
chr8	95259618	95297159	+	ENSMUSG00000034361	protein_coding	Cpne2
chr8	95260399	95261074	-	ENSMUSG00000136015	lncRNA	ENSMUSG00000136015
chr8	95275292	95293927	-	ENSMUSG00000124188	lncRNA	ENSMUSG00000124188
chr8	95300766	95328625	-	ENSMUSG00000031774	protein_coding	Psme3ip1
chr8	95328565	95386903	+	ENSMUSG00000050079	protein_coding	Rspry1
chr8	95337405	95339325	+	ENSMUSG00000110504	TEC	Gm45797
chr8	95389040	95393174	-	ENSMUSG00000123044	lncRNA	ENSMUSG00000123044
chr8	95393228	95401053	+	ENSMUSG00000031776	protein_coding	Arl2bp
chr8	95401522	95422906	-	ENSMUSG00000031775	protein_coding	Pllp
chr8	95402234	95406794	+	ENSMUSG00000110702	lncRNA	Gm45767
chr8	95424644	95424913	-	ENSMUSG00002075278	misc_RNA	Gm55626
chr8	95426077	95451032	+	ENSMUSG00000143850	lncRNA	ENSMUSG00000143850
chr8	95431509	95432644	-	ENSMUSG00000143887	lncRNA	ENSMUSG00000143887
chr8	95472218	95478327	+	ENSMUSG00000031779	protein_coding	Ccl22
chr8	95486916	95487865	+	ENSMUSG00000110708	processed_pseudogene	Gnb1-ps3
chr8	95498637	95509055	+	ENSMUSG00000031778	protein_coding	Cx3cl1
chr8	95507476	95534258	-	ENSMUSG00000136238	lncRNA	1700121C10Rik
chr8	95537081	95538664	+	ENSMUSG00000031780	protein_coding	Ccl17
chr8	95546432	95564986	-	ENSMUSG00000031781	protein_coding	Ciapin1
chr8	95556799	95558918	+	ENSMUSG00000136277	lncRNA	ENSMUSG00000136277
chr8	95562345	95563145	+	ENSMUSG00000090188	processed_pseudogene	Gm7418
chr8	95564949	95581523	+	ENSMUSG00000031782	protein_coding	Coq9
chr8	95584078	95600163	+	ENSMUSG00000031783	protein_coding	Polr2c
chr8	95590456	95602958	-	ENSMUSG00000040631	protein_coding	Dok4
chr8	95629497	95644726	-	ENSMUSG00000063605	protein_coding	Ccdc102a
chr8	95650322	95669908	+	ENSMUSG00000061577	protein_coding	Adgrg5
chr8	95672080	95673585	+	ENSMUSG00000129082	lncRNA	ENSMUSG00000129082
chr8	95676504	95696847	+	ENSMUSG00000134695	lncRNA	ENSMUSG00000134695
chr8	95691305	95703375	-	ENSMUSG00000134733	lncRNA	ENSMUSG00000134733
chr8	95691307	95696382	-	ENSMUSG00000070111	TEC	Gm10286
chr8	95701379	95740845	+	ENSMUSG00000031785	protein_coding	Adgrg1
chr8	95741874	95747326	-	ENSMUSG00000135859	lncRNA	ENSMUSG00000135859
chr8	95744320	95771878	+	ENSMUSG00000060470	protein_coding	Adgrg3
chr8	95772609	95774088	+	ENSMUSG00000110426	TEC	Gm45757
chr8	95781731	95804769	+	ENSMUSG00000031786	protein_coding	Drc7
chr8	95807814	95829777	+	ENSMUSG00000031787	protein_coding	Katnb1
chr8	95816299	95817304	-	ENSMUSG00000110516	TEC	Gm45758
chr8	95826456	95929440	-	ENSMUSG00000031788	protein_coding	Kifc3
chr8	95840046	95856239	+	ENSMUSG00000110517	lncRNA	Gm31224
chr8	95853294	95861495	+	ENSMUSG00000110428	lncRNA	Gm45812
chr8	95864650	95875260	+	ENSMUSG00000110475	lncRNA	Gm31036
chr8	95885469	95887965	+	ENSMUSG00000137168	lncRNA	ENSMUSG00000137168
chr8	95927046	95931688	+	ENSMUSG00000137129	lncRNA	ENSMUSG00000137129
chr8	95965673	96033213	-	ENSMUSG00000031789	protein_coding	Cngb1
chr8	96037194	96052951	+	ENSMUSG00000090206	protein_coding	Spmip8
chr8	96049639	96058578	-	ENSMUSG00000046556	protein_coding	Zfp319
chr8	96058912	96074135	+	ENSMUSG00000031792	protein_coding	Usb1
chr8	96078896	96101708	+	ENSMUSG00000031790	protein_coding	Mmp15
chr8	96102908	96105372	+	ENSMUSG00000134266	lncRNA	ENSMUSG00000134266
chr8	96146877	96161497	-	ENSMUSG00000031796	protein_coding	Cfap20
chr8	96166124	96167273	+	ENSMUSG00000129500	lncRNA	ENSMUSG00000129500
chr8	96172724	96216667	-	ENSMUSG00000046707	protein_coding	Csnk2a2
chr8	96195274	96198761	+	ENSMUSG00000110598	TEC	Gm45854
chr8	96207081	96210251	-	ENSMUSG00000110635	TEC	Gm45853
chr8	96223041	96230346	+	ENSMUSG00000110427	lncRNA	4933406B17Rik
chr8	96260713	96285518	+	ENSMUSG00000036598	protein_coding	Ccdc113
chr8	96278356	96278933	+	ENSMUSG00000129423	lncRNA	ENSMUSG00000129423
chr8	96278421	96278930	+	ENSMUSG00000110577	TEC	1700112L15Rik
chr8	96285697	96302968	-	ENSMUSG00000048400	protein_coding	Prss54
chr8	96304099	96305536	+	ENSMUSG00000081436	processed_pseudogene	Gm5912
chr8	96320050	96348158	+	ENSMUSG00000110447	lncRNA	Gm31518
chr8	96321726	96326697	-	ENSMUSG00000143012	lncRNA	ENSMUSG00000143012
chr8	96355501	96357130	-	ENSMUSG00000110483	lncRNA	Gm45702
chr8	96360081	96371688	+	ENSMUSG00000031669	protein_coding	Gins3
chr8	96401324	96402022	-	ENSMUSG00000110701	processed_pseudogene	Gm6013
chr8	96403608	96441747	+	ENSMUSG00000036564	protein_coding	Ndrg4
chr8	96434322	96442246	-	ENSMUSG00000128031	lncRNA	ENSMUSG00000128031
chr8	96442509	96445638	+	ENSMUSG00000031671	protein_coding	Setd6
chr8	96446079	96534092	-	ENSMUSG00000036550	protein_coding	Cnot1
chr8	96451156	96451648	+	ENSMUSG00000132176	lncRNA	ENSMUSG00000132176
chr8	96472688	96472823	-	ENSMUSG00000065089	snoRNA	Gm26493
chr8	96475592	96511369	+	ENSMUSG00000132026	lncRNA	ENSMUSG00000132026
chr8	96479779	96479842	-	ENSMUSG00000106145	miRNA	Mir7073
chr8	96483578	96483710	-	ENSMUSG00000105690	snoRNA	Gm26265
chr8	96483578	96483712	-	ENSMUSG00000065211	snoRNA	Gm26265
chr8	96502540	96505158	-	ENSMUSG00000110556	TEC	Gm45762
chr8	96533372	96548385	+	ENSMUSG00000074136	lncRNA	4930513N10Rik
chr8	96534209	96534754	-	ENSMUSG00000120760	lncRNA	Gm56845
chr8	96535168	96544985	-	ENSMUSG00000110489	lncRNA	Gm31659
chr8	96551974	96552762	+	ENSMUSG00000061104	protein_coding	Sap18b
chr8	96555226	96560435	-	ENSMUSG00000110661	lncRNA	Gm31805
chr8	96562548	96580167	-	ENSMUSG00000036534	protein_coding	Slc38a7
chr8	96579086	96592371	+	ENSMUSG00000137882	lncRNA	ENSMUSG00000137882
chr8	96590762	96615175	-	ENSMUSG00000031672	protein_coding	Got2
chr8	96597442	96599223	+	ENSMUSG00000110711	TEC	Gm45760
chr8	96614765	96617277	+	ENSMUSG00000137922	lncRNA	ENSMUSG00000137922
chr8	96637202	96660670	+	ENSMUSG00000110634	lncRNA	Gm45895
chr8	96648157	96649241	+	ENSMUSG00000110506	processed_pseudogene	Gm8637
chr8	97035746	97098958	+	ENSMUSG00000110623	lncRNA	Gm32005
chr8	97045115	97045246	-	ENSMUSG00000118719	snoRNA	Gm22780
chr8	97098346	97130532	-	ENSMUSG00000110633	lncRNA	Gm32122
chr8	97181693	97184006	+	ENSMUSG00000137104	lncRNA	ENSMUSG00000137104
chr8	97238967	97242586	+	ENSMUSG00000110717	lncRNA	1700047G07Rik
chr8	97244565	97278896	+	ENSMUSG00000134870	lncRNA	ENSMUSG00000134870
chr8	97382757	97382847	+	ENSMUSG00002076880	miRNA	Gm55832
chr8	97876026	97890988	-	ENSMUSG00000110567	lncRNA	Gm45703
chr8	97890425	97891662	+	ENSMUSG00000110715	processed_pseudogene	Gm5131
chr8	97942603	97945614	+	ENSMUSG00000110552	lncRNA	Gm45788
chr8	97949166	97949267	+	ENSMUSG00000089539	snRNA	Gm25160
chr8	97982473	97982582	+	ENSMUSG00002076357	miRNA	Gm55833
chr8	98071308	98071616	+	ENSMUSG00000109937	processed_pseudogene	Gm45247
chr8	98152634	98154897	-	ENSMUSG00000131144	lncRNA	ENSMUSG00000131144
chr8	98154344	98155742	-	ENSMUSG00000081111	transcribed_processed_pseudogene	Gm5913
chr8	98292235	98293224	-	ENSMUSG00000098116	processed_pseudogene	Gm7191
chr8	98562588	98573899	+	ENSMUSG00000109615	lncRNA	Gm39231
chr8	98602786	98603152	+	ENSMUSG00000109645	processed_pseudogene	Gm45246
chr8	98620402	98646892	+	ENSMUSG00000123735	lncRNA	ENSMUSG00000123735
chr8	98923308	98924147	-	ENSMUSG00000109681	processed_pseudogene	Gm17997
chr8	98950159	98951295	-	ENSMUSG00000110194	processed_pseudogene	Gm7192
chr8	99401709	99401834	-	ENSMUSG00000080480	snRNA	Gm23494
chr8	99405307	99412125	-	ENSMUSG00000122229	lncRNA	ENSMUSG00000122229
chr8	99605358	99605529	-	ENSMUSG00000110011	processed_pseudogene	Gm29817
chr8	99716785	99744977	-	ENSMUSG00000122108	lncRNA	ENSMUSG00000122108
chr8	99738518	99759372	+	ENSMUSG00000089819	lncRNA	Gm15679
chr8	99751103	100143103	-	ENSMUSG00000036510	protein_coding	Cdh8
chr8	99772559	99776041	-	ENSMUSG00000109775	TEC	Gm45297
chr8	99799095	99799201	+	ENSMUSG00000119307	snRNA	Gm24693
chr8	99872018	99874721	-	ENSMUSG00000086842	processed_pseudogene	Gm15681
chr8	100123845	100233402	-	ENSMUSG00000090116	lncRNA	Gm15680
chr8	100142428	100460070	+	ENSMUSG00000052479	lncRNA	A330008L17Rik
chr8	100390651	100392039	+	ENSMUSG00000083586	unprocessed_pseudogene	Gm8688
chr8	100553619	100554270	-	ENSMUSG00000109939	processed_pseudogene	Gm19232
chr8	100757190	100758734	+	ENSMUSG00000071041	processed_pseudogene	Impdh2-ps
chr8	100786748	100787252	+	ENSMUSG00000081383	processed_pseudogene	Gm5742
chr8	100934767	100938683	+	ENSMUSG00000128460	lncRNA	ENSMUSG00000128460
chr8	101165390	101165594	+	ENSMUSG00000110220	processed_pseudogene	Gm45296
chr8	101363151	101364648	+	ENSMUSG00000110014	processed_pseudogene	Gm5361
chr8	101366308	101402714	+	ENSMUSG00000136866	lncRNA	ENSMUSG00000136866
chr8	101388539	101453004	-	ENSMUSG00000109769	lncRNA	Gm39232
chr8	101905715	101909969	+	ENSMUSG00000136098	lncRNA	ENSMUSG00000136098
chr8	102266216	102266340	-	ENSMUSG00000087985	snoRNA	Gm22223
chr8	102445435	102510550	-	ENSMUSG00000142158	lncRNA	ENSMUSG00000142158
chr8	102509925	102514545	+	ENSMUSG00000142201	lncRNA	ENSMUSG00000142201
chr8	102997141	103039341	-	ENSMUSG00000124105	lncRNA	ENSMUSG00000124105
chr8	103250526	103250588	+	ENSMUSG00002076868	snRNA	Gm55847
chr8	103261277	103261522	+	ENSMUSG00000110069	processed_pseudogene	Gm45422
chr8	103282600	103285738	-	ENSMUSG00000130731	lncRNA	ENSMUSG00000130731
chr8	103358727	103512274	-	ENSMUSG00000031673	protein_coding	Cdh11
chr8	103380823	103384820	-	ENSMUSG00000110084	TEC	Gm45257
chr8	103432681	103433422	-	ENSMUSG00000109997	TEC	9430099M06Rik
chr8	103459022	103459116	-	ENSMUSG00002074971	miRNA	Gm55848
chr8	103506822	103507674	-	ENSMUSG00000110269	TEC	Gm45258
chr8	103512742	103513269	-	ENSMUSG00000120064	lncRNA	Gm56823
