"blastomere","k_null","blast"
"B1",368,"Blastomere A"
"B1",379,"Blastomere A"
"B1",366,"Blastomere A"
"B1",358,"Blastomere A"
"B1",368,"Blastomere A"
"B1",377,"Blastomere A"
"B1",361,"Blastomere A"
"B1",366,"Blastomere A"
"B1",371,"Blastomere A"
"B1",379,"Blastomere A"
"B1",368,"Blastomere A"
"B1",375,"Blastomere A"
"B1",380,"Blastomere A"
"B1",365,"Blastomere A"
"B1",364,"Blastomere A"
"B1",373,"Blastomere A"
"B1",365,"Blastomere A"
"B1",373,"Blastomere A"
"B1",354,"Blastomere A"
"B1",365,"Blastomere A"
"B1",364,"Blastomere A"
"B1",364,"Blastomere A"
"B1",378,"Blastomere A"
"B1",381,"Blastomere A"
"B1",364,"Blastomere A"
"B1",370,"Blastomere A"
"B1",361,"Blastomere A"
"B1",379,"Blastomere A"
"B1",367,"Blastomere A"
"B1",369,"Blastomere A"
"B1",357,"Blastomere A"
"B1",368,"Blastomere A"
"B1",370,"Blastomere A"
"B1",372,"Blastomere A"
"B1",341,"Blastomere A"
"B1",370,"Blastomere A"
"B1",380,"Blastomere A"
"B1",372,"Blastomere A"
"B1",374,"Blastomere A"
"B1",377,"Blastomere A"
"B1",375,"Blastomere A"
"B1",373,"Blastomere A"
"B1",367,"Blastomere A"
"B1",382,"Blastomere A"
"B1",361,"Blastomere A"
"B1",372,"Blastomere A"
"B1",372,"Blastomere A"
"B1",365,"Blastomere A"
"B1",361,"Blastomere A"
"B1",371,"Blastomere A"
"B1",373,"Blastomere A"
"B1",375,"Blastomere A"
"B1",363,"Blastomere A"
"B1",357,"Blastomere A"
"B1",363,"Blastomere A"
"B1",375,"Blastomere A"
"B1",372,"Blastomere A"
"B1",380,"Blastomere A"
"B1",367,"Blastomere A"
"B1",375,"Blastomere A"
"B1",367,"Blastomere A"
"B1",355,"Blastomere A"
"B1",369,"Blastomere A"
"B1",365,"Blastomere A"
"B1",380,"Blastomere A"
"B1",358,"Blastomere A"
"B1",377,"Blastomere A"
"B1",375,"Blastomere A"
"B1",351,"Blastomere A"
"B1",357,"Blastomere A"
"B1",339,"Blastomere A"
"B1",380,"Blastomere A"
"B1",361,"Blastomere A"
"B1",389,"Blastomere A"
"B1",358,"Blastomere A"
"B1",371,"Blastomere A"
"B1",369,"Blastomere A"
"B1",388,"Blastomere A"
"B1",367,"Blastomere A"
"B1",375,"Blastomere A"
"B1",354,"Blastomere A"
"B1",366,"Blastomere A"
"B1",362,"Blastomere A"
"B1",364,"Blastomere A"
"B1",377,"Blastomere A"
"B1",367,"Blastomere A"
"B1",357,"Blastomere A"
"B1",366,"Blastomere A"
"B1",365,"Blastomere A"
"B1",374,"Blastomere A"
"B1",387,"Blastomere A"
"B1",367,"Blastomere A"
"B1",372,"Blastomere A"
"B1",373,"Blastomere A"
"B1",371,"Blastomere A"
"B1",363,"Blastomere A"
"B1",375,"Blastomere A"
"B1",367,"Blastomere A"
"B1",377,"Blastomere A"
"B1",378,"Blastomere A"
"B1",375,"Blastomere A"
"B1",369,"Blastomere A"
"B1",374,"Blastomere A"
"B1",368,"Blastomere A"
"B1",379,"Blastomere A"
"B1",375,"Blastomere A"
"B1",368,"Blastomere A"
"B1",357,"Blastomere A"
"B1",383,"Blastomere A"
"B1",349,"Blastomere A"
"B1",377,"Blastomere A"
"B1",372,"Blastomere A"
"B1",374,"Blastomere A"
"B1",371,"Blastomere A"
"B1",367,"Blastomere A"
"B1",369,"Blastomere A"
"B1",372,"Blastomere A"
"B1",368,"Blastomere A"
"B1",364,"Blastomere A"
"B1",363,"Blastomere A"
"B1",374,"Blastomere A"
"B1",361,"Blastomere A"
"B1",350,"Blastomere A"
"B1",355,"Blastomere A"
"B1",354,"Blastomere A"
"B1",359,"Blastomere A"
"B1",372,"Blastomere A"
"B1",371,"Blastomere A"
"B1",372,"Blastomere A"
"B1",375,"Blastomere A"
"B1",373,"Blastomere A"
"B1",377,"Blastomere A"
"B1",373,"Blastomere A"
"B1",366,"Blastomere A"
"B1",370,"Blastomere A"
"B1",373,"Blastomere A"
"B1",361,"Blastomere A"
"B1",380,"Blastomere A"
"B1",379,"Blastomere A"
"B1",372,"Blastomere A"
"B1",376,"Blastomere A"
"B1",374,"Blastomere A"
"B1",379,"Blastomere A"
"B1",349,"Blastomere A"
"B1",363,"Blastomere A"
"B1",360,"Blastomere A"
"B1",364,"Blastomere A"
"B1",366,"Blastomere A"
"B1",382,"Blastomere A"
"B1",366,"Blastomere A"
"B1",370,"Blastomere A"
"B1",379,"Blastomere A"
"B1",380,"Blastomere A"
"B1",365,"Blastomere A"
"B1",375,"Blastomere A"
"B1",371,"Blastomere A"
"B1",374,"Blastomere A"
"B1",371,"Blastomere A"
"B1",377,"Blastomere A"
"B1",369,"Blastomere A"
"B1",370,"Blastomere A"
"B1",373,"Blastomere A"
"B1",377,"Blastomere A"
"B1",369,"Blastomere A"
"B1",370,"Blastomere A"
"B1",377,"Blastomere A"
"B1",380,"Blastomere A"
"B1",392,"Blastomere A"
"B1",372,"Blastomere A"
"B1",371,"Blastomere A"
"B1",378,"Blastomere A"
"B1",370,"Blastomere A"
"B1",369,"Blastomere A"
"B1",363,"Blastomere A"
"B1",365,"Blastomere A"
"B1",374,"Blastomere A"
"B1",363,"Blastomere A"
"B1",365,"Blastomere A"
"B1",367,"Blastomere A"
"B1",362,"Blastomere A"
"B1",375,"Blastomere A"
"B1",383,"Blastomere A"
"B1",369,"Blastomere A"
"B1",361,"Blastomere A"
"B1",362,"Blastomere A"
"B1",381,"Blastomere A"
"B1",383,"Blastomere A"
"B1",369,"Blastomere A"
"B1",363,"Blastomere A"
"B1",364,"Blastomere A"
"B1",384,"Blastomere A"
"B1",362,"Blastomere A"
"B1",371,"Blastomere A"
"B1",367,"Blastomere A"
"B1",368,"Blastomere A"
"B1",361,"Blastomere A"
"B1",371,"Blastomere A"
"B1",372,"Blastomere A"
"B1",362,"Blastomere A"
"B1",382,"Blastomere A"
"B1",364,"Blastomere A"
"B1",373,"Blastomere A"
"B1",372,"Blastomere A"
"B1",368,"Blastomere A"
"B1",358,"Blastomere A"
"B1",366,"Blastomere A"
"B1",372,"Blastomere A"
"B1",375,"Blastomere A"
"B1",385,"Blastomere A"
"B1",372,"Blastomere A"
"B1",372,"Blastomere A"
"B1",369,"Blastomere A"
"B1",364,"Blastomere A"
"B1",375,"Blastomere A"
"B1",377,"Blastomere A"
"B1",351,"Blastomere A"
"B1",369,"Blastomere A"
"B1",372,"Blastomere A"
"B1",361,"Blastomere A"
"B1",353,"Blastomere A"
"B1",377,"Blastomere A"
"B1",360,"Blastomere A"
"B1",361,"Blastomere A"
"B1",370,"Blastomere A"
"B1",365,"Blastomere A"
"B1",361,"Blastomere A"
"B1",360,"Blastomere A"
"B1",359,"Blastomere A"
"B1",361,"Blastomere A"
"B1",365,"Blastomere A"
"B1",376,"Blastomere A"
"B1",385,"Blastomere A"
"B1",375,"Blastomere A"
"B1",372,"Blastomere A"
"B1",376,"Blastomere A"
"B1",374,"Blastomere A"
"B1",374,"Blastomere A"
"B1",367,"Blastomere A"
"B1",373,"Blastomere A"
"B1",358,"Blastomere A"
"B1",360,"Blastomere A"
"B2",352,"Blastomere B"
"B2",353,"Blastomere B"
"B2",347,"Blastomere B"
"B2",372,"Blastomere B"
"B2",357,"Blastomere B"
"B2",337,"Blastomere B"
"B2",351,"Blastomere B"
"B2",354,"Blastomere B"
"B2",344,"Blastomere B"
"B2",342,"Blastomere B"
"B2",344,"Blastomere B"
"B2",354,"Blastomere B"
"B2",354,"Blastomere B"
"B2",351,"Blastomere B"
"B2",350,"Blastomere B"
"B2",345,"Blastomere B"
"B2",354,"Blastomere B"
"B2",347,"Blastomere B"
"B2",352,"Blastomere B"
"B2",364,"Blastomere B"
"B2",346,"Blastomere B"
"B2",341,"Blastomere B"
"B2",341,"Blastomere B"
"B2",348,"Blastomere B"
"B2",344,"Blastomere B"
"B2",359,"Blastomere B"
"B2",365,"Blastomere B"
"B2",353,"Blastomere B"
"B2",359,"Blastomere B"
"B2",360,"Blastomere B"
"B2",364,"Blastomere B"
"B2",357,"Blastomere B"
"B2",360,"Blastomere B"
"B2",340,"Blastomere B"
"B2",359,"Blastomere B"
"B2",364,"Blastomere B"
"B2",348,"Blastomere B"
"B2",358,"Blastomere B"
"B2",353,"Blastomere B"
"B2",359,"Blastomere B"
"B2",360,"Blastomere B"
"B2",355,"Blastomere B"
"B2",364,"Blastomere B"
"B2",357,"Blastomere B"
"B2",339,"Blastomere B"
"B2",349,"Blastomere B"
"B2",346,"Blastomere B"
"B2",349,"Blastomere B"
"B2",353,"Blastomere B"
"B2",351,"Blastomere B"
"B2",351,"Blastomere B"
"B2",353,"Blastomere B"
"B2",366,"Blastomere B"
"B2",345,"Blastomere B"
"B2",360,"Blastomere B"
"B2",357,"Blastomere B"
"B2",356,"Blastomere B"
"B2",346,"Blastomere B"
"B2",357,"Blastomere B"
"B2",339,"Blastomere B"
"B2",345,"Blastomere B"
"B2",354,"Blastomere B"
"B2",343,"Blastomere B"
"B2",355,"Blastomere B"
"B2",353,"Blastomere B"
"B2",363,"Blastomere B"
"B2",352,"Blastomere B"
"B2",352,"Blastomere B"
"B2",364,"Blastomere B"
"B2",338,"Blastomere B"
"B2",359,"Blastomere B"
"B2",356,"Blastomere B"
"B2",342,"Blastomere B"
"B2",343,"Blastomere B"
"B2",369,"Blastomere B"
"B2",365,"Blastomere B"
"B2",354,"Blastomere B"
"B2",337,"Blastomere B"
"B2",359,"Blastomere B"
"B2",349,"Blastomere B"
"B2",354,"Blastomere B"
"B2",343,"Blastomere B"
"B2",356,"Blastomere B"
"B2",360,"Blastomere B"
"B2",357,"Blastomere B"
"B2",347,"Blastomere B"
"B2",357,"Blastomere B"
"B2",355,"Blastomere B"
"B2",346,"Blastomere B"
"B2",342,"Blastomere B"
"B2",365,"Blastomere B"
"B2",338,"Blastomere B"
"B2",351,"Blastomere B"
"B2",350,"Blastomere B"
"B2",357,"Blastomere B"
"B2",346,"Blastomere B"
"B2",342,"Blastomere B"
"B2",353,"Blastomere B"
"B2",341,"Blastomere B"
"B2",350,"Blastomere B"
"B2",350,"Blastomere B"
"B2",353,"Blastomere B"
"B2",355,"Blastomere B"
"B2",346,"Blastomere B"
"B2",364,"Blastomere B"
"B2",348,"Blastomere B"
"B2",359,"Blastomere B"
"B2",344,"Blastomere B"
"B2",359,"Blastomere B"
"B2",342,"Blastomere B"
"B2",352,"Blastomere B"
"B2",351,"Blastomere B"
"B2",346,"Blastomere B"
"B2",356,"Blastomere B"
"B2",350,"Blastomere B"
"B2",350,"Blastomere B"
"B2",360,"Blastomere B"
"B2",350,"Blastomere B"
"B2",355,"Blastomere B"
"B2",354,"Blastomere B"
"B2",349,"Blastomere B"
"B2",366,"Blastomere B"
"B2",357,"Blastomere B"
"B2",351,"Blastomere B"
"B2",358,"Blastomere B"
"B2",355,"Blastomere B"
"B2",344,"Blastomere B"
"B2",364,"Blastomere B"
"B2",343,"Blastomere B"
"B2",342,"Blastomere B"
"B2",359,"Blastomere B"
"B2",366,"Blastomere B"
"B2",347,"Blastomere B"
"B2",344,"Blastomere B"
"B2",340,"Blastomere B"
"B2",351,"Blastomere B"
"B2",345,"Blastomere B"
"B2",350,"Blastomere B"
"B2",373,"Blastomere B"
"B2",344,"Blastomere B"
"B2",358,"Blastomere B"
"B2",364,"Blastomere B"
"B2",348,"Blastomere B"
"B2",340,"Blastomere B"
"B2",356,"Blastomere B"
"B2",365,"Blastomere B"
"B2",359,"Blastomere B"
"B2",356,"Blastomere B"
"B2",359,"Blastomere B"
"B2",351,"Blastomere B"
"B2",350,"Blastomere B"
"B2",365,"Blastomere B"
"B2",358,"Blastomere B"
"B2",356,"Blastomere B"
"B2",360,"Blastomere B"
"B2",351,"Blastomere B"
"B2",347,"Blastomere B"
"B2",358,"Blastomere B"
"B2",349,"Blastomere B"
"B2",358,"Blastomere B"
"B2",353,"Blastomere B"
"B2",355,"Blastomere B"
"B2",353,"Blastomere B"
"B2",345,"Blastomere B"
"B2",362,"Blastomere B"
"B2",341,"Blastomere B"
"B2",369,"Blastomere B"
"B2",354,"Blastomere B"
"B2",363,"Blastomere B"
"B2",343,"Blastomere B"
"B2",360,"Blastomere B"
"B2",348,"Blastomere B"
"B2",349,"Blastomere B"
"B2",350,"Blastomere B"
"B2",349,"Blastomere B"
"B2",341,"Blastomere B"
"B2",352,"Blastomere B"
"B2",354,"Blastomere B"
"B2",356,"Blastomere B"
"B2",354,"Blastomere B"
"B2",348,"Blastomere B"
"B2",353,"Blastomere B"
"B2",340,"Blastomere B"
"B2",344,"Blastomere B"
"B2",343,"Blastomere B"
"B2",342,"Blastomere B"
"B2",355,"Blastomere B"
"B2",364,"Blastomere B"
"B2",348,"Blastomere B"
"B2",373,"Blastomere B"
"B2",360,"Blastomere B"
"B2",355,"Blastomere B"
"B2",337,"Blastomere B"
"B2",360,"Blastomere B"
"B2",363,"Blastomere B"
"B2",350,"Blastomere B"
"B2",351,"Blastomere B"
"B2",350,"Blastomere B"
"B2",338,"Blastomere B"
"B2",353,"Blastomere B"
"B2",353,"Blastomere B"
"B2",331,"Blastomere B"
"B2",346,"Blastomere B"
"B2",346,"Blastomere B"
"B2",360,"Blastomere B"
"B2",355,"Blastomere B"
"B2",356,"Blastomere B"
"B2",331,"Blastomere B"
"B2",351,"Blastomere B"
"B2",344,"Blastomere B"
"B2",362,"Blastomere B"
"B2",336,"Blastomere B"
"B2",355,"Blastomere B"
"B2",348,"Blastomere B"
"B2",346,"Blastomere B"
"B2",345,"Blastomere B"
"B2",366,"Blastomere B"
"B2",351,"Blastomere B"
"B2",357,"Blastomere B"
"B2",355,"Blastomere B"
"B2",350,"Blastomere B"
"B2",352,"Blastomere B"
"B2",362,"Blastomere B"
"B2",338,"Blastomere B"
"B2",348,"Blastomere B"
"B2",351,"Blastomere B"
"B2",362,"Blastomere B"
"B2",352,"Blastomere B"
"B2",350,"Blastomere B"
"B2",340,"Blastomere B"
"B2",350,"Blastomere B"
"B2",368,"Blastomere B"
"B2",345,"Blastomere B"
"B2",350,"Blastomere B"
"B2",372,"Blastomere B"
"B2",347,"Blastomere B"
"B2",336,"Blastomere B"
"B2",361,"Blastomere B"
"B2",360,"Blastomere B"
"B2",367,"Blastomere B"
"B2",353,"Blastomere B"
"B2",343,"Blastomere B"
"B2",352,"Blastomere B"
"B2",364,"Blastomere B"
"B2",341,"Blastomere B"
"B2",343,"Blastomere B"
"B2",352,"Blastomere B"
"B2",358,"Blastomere B"
"B2",366,"Blastomere B"
"B2",352,"Blastomere B"
"B2",358,"Blastomere B"
"B2",347,"Blastomere B"
"B2",356,"Blastomere B"
"B2",366,"Blastomere B"
"B2",359,"Blastomere B"
"B2",354,"Blastomere B"
"B2",358,"Blastomere B"
"B2",346,"Blastomere B"
"B2",363,"Blastomere B"
"B2",359,"Blastomere B"
"B2",344,"Blastomere B"
"B2",338,"Blastomere B"
"B2",359,"Blastomere B"
"B2",359,"Blastomere B"
"B2",358,"Blastomere B"
"B2",349,"Blastomere B"
"B2",352,"Blastomere B"
"B2",358,"Blastomere B"
"B2",354,"Blastomere B"
"B2",365,"Blastomere B"
"B2",340,"Blastomere B"
"B2",363,"Blastomere B"
"B2",351,"Blastomere B"
"B2",349,"Blastomere B"
"B2",340,"Blastomere B"
"B2",347,"Blastomere B"
"B2",349,"Blastomere B"
"B2",346,"Blastomere B"
"B2",354,"Blastomere B"
"B2",346,"Blastomere B"
"B2",345,"Blastomere B"
"B2",351,"Blastomere B"
"B2",357,"Blastomere B"
"B2",343,"Blastomere B"
"B2",353,"Blastomere B"
"B2",344,"Blastomere B"
"B2",340,"Blastomere B"
"B2",347,"Blastomere B"
"B2",354,"Blastomere B"
"B2",350,"Blastomere B"
"B2",348,"Blastomere B"
"B2",335,"Blastomere B"
"B2",348,"Blastomere B"
"B2",352,"Blastomere B"
"B2",354,"Blastomere B"
"B2",353,"Blastomere B"
"B2",343,"Blastomere B"
"B2",354,"Blastomere B"
"B2",351,"Blastomere B"
"B2",355,"Blastomere B"
"B2",353,"Blastomere B"
"B2",337,"Blastomere B"
"B2",343,"Blastomere B"
"B2",359,"Blastomere B"
"B2",352,"Blastomere B"
"B2",348,"Blastomere B"
"B2",349,"Blastomere B"
"B2",347,"Blastomere B"
"B2",351,"Blastomere B"
"B2",361,"Blastomere B"
"B2",356,"Blastomere B"
"B2",351,"Blastomere B"
"B2",356,"Blastomere B"
"B2",352,"Blastomere B"
"B2",355,"Blastomere B"
"B2",344,"Blastomere B"
"B2",351,"Blastomere B"
"B2",345,"Blastomere B"
"B2",342,"Blastomere B"
"B2",340,"Blastomere B"
"B2",346,"Blastomere B"
"B2",355,"Blastomere B"
"B2",363,"Blastomere B"
"B2",348,"Blastomere B"
"B2",353,"Blastomere B"
"B2",360,"Blastomere B"
"B2",341,"Blastomere B"
"B2",360,"Blastomere B"
"B2",347,"Blastomere B"
"B2",345,"Blastomere B"
"B2",355,"Blastomere B"
"B2",349,"Blastomere B"
"B2",351,"Blastomere B"
"B2",357,"Blastomere B"
"B2",339,"Blastomere B"
"B2",360,"Blastomere B"
"B2",355,"Blastomere B"
"B2",352,"Blastomere B"
"B2",350,"Blastomere B"
"B2",345,"Blastomere B"
"B2",344,"Blastomere B"
"B2",348,"Blastomere B"
"B2",353,"Blastomere B"
"B2",353,"Blastomere B"
"B2",368,"Blastomere B"
"B2",351,"Blastomere B"
"B2",353,"Blastomere B"
"B2",354,"Blastomere B"
"B2",354,"Blastomere B"
"B2",341,"Blastomere B"
"B2",354,"Blastomere B"
"B2",348,"Blastomere B"
"B2",353,"Blastomere B"
"B2",350,"Blastomere B"
"B2",353,"Blastomere B"
"B2",338,"Blastomere B"
"B2",369,"Blastomere B"
"B2",345,"Blastomere B"
"B2",349,"Blastomere B"
"B2",345,"Blastomere B"
"B2",352,"Blastomere B"
"B2",349,"Blastomere B"
"B2",362,"Blastomere B"
"B2",360,"Blastomere B"
"B2",352,"Blastomere B"
"B2",364,"Blastomere B"
"B2",345,"Blastomere B"
"B2",338,"Blastomere B"
"B2",342,"Blastomere B"
"B2",334,"Blastomere B"
"B2",364,"Blastomere B"
"B2",342,"Blastomere B"
"B2",348,"Blastomere B"
"B2",342,"Blastomere B"
"B2",351,"Blastomere B"
"B2",364,"Blastomere B"
"B2",352,"Blastomere B"
"B2",345,"Blastomere B"
"B2",338,"Blastomere B"
"B2",362,"Blastomere B"
"B2",362,"Blastomere B"
"B2",354,"Blastomere B"
"B2",351,"Blastomere B"
"B2",349,"Blastomere B"
"B2",350,"Blastomere B"
"B2",361,"Blastomere B"
"B2",351,"Blastomere B"
"B2",360,"Blastomere B"
"B2",350,"Blastomere B"
"B2",361,"Blastomere B"
"B2",351,"Blastomere B"
"B2",360,"Blastomere B"
"B2",335,"Blastomere B"
"B2",349,"Blastomere B"
"B2",339,"Blastomere B"
"B2",352,"Blastomere B"
"B2",352,"Blastomere B"
"B2",349,"Blastomere B"
"B2",356,"Blastomere B"
"B2",362,"Blastomere B"
"B2",342,"Blastomere B"
"B2",352,"Blastomere B"
"B2",341,"Blastomere B"
"B2",347,"Blastomere B"
"B2",349,"Blastomere B"
"B2",354,"Blastomere B"
"B2",361,"Blastomere B"
"B2",354,"Blastomere B"
"B2",340,"Blastomere B"
"B2",341,"Blastomere B"
"B2",356,"Blastomere B"
"B2",349,"Blastomere B"
"B2",357,"Blastomere B"
"B2",358,"Blastomere B"
"B2",340,"Blastomere B"
"B2",356,"Blastomere B"
"B2",356,"Blastomere B"
"B2",341,"Blastomere B"
"B2",351,"Blastomere B"
"B2",350,"Blastomere B"
"B2",348,"Blastomere B"
"B2",354,"Blastomere B"
"B2",360,"Blastomere B"
"B2",363,"Blastomere B"
"B2",348,"Blastomere B"
"B2",355,"Blastomere B"
"B2",356,"Blastomere B"
"B2",336,"Blastomere B"
"B2",346,"Blastomere B"
"B2",358,"Blastomere B"
"B2",351,"Blastomere B"
"B2",350,"Blastomere B"
"B2",357,"Blastomere B"
"B2",356,"Blastomere B"
"B2",368,"Blastomere B"
"B2",360,"Blastomere B"
"B2",352,"Blastomere B"
"B2",363,"Blastomere B"
"B2",347,"Blastomere B"
"B2",353,"Blastomere B"
"B2",342,"Blastomere B"
"B2",354,"Blastomere B"
"B2",362,"Blastomere B"
"B2",348,"Blastomere B"
"B2",360,"Blastomere B"
"B2",350,"Blastomere B"
"B2",342,"Blastomere B"
"B2",355,"Blastomere B"
"B2",352,"Blastomere B"
"B2",345,"Blastomere B"
"B2",360,"Blastomere B"
"B2",349,"Blastomere B"
"B2",330,"Blastomere B"
"B2",365,"Blastomere B"
"B2",353,"Blastomere B"
"B2",343,"Blastomere B"
"B2",353,"Blastomere B"
"B2",351,"Blastomere B"
"B2",351,"Blastomere B"
"B2",353,"Blastomere B"
"B2",353,"Blastomere B"
"B2",363,"Blastomere B"
"B2",346,"Blastomere B"
"B2",357,"Blastomere B"
"B2",354,"Blastomere B"
"B2",348,"Blastomere B"
"B2",353,"Blastomere B"
"B2",350,"Blastomere B"
"B2",356,"Blastomere B"
"B2",345,"Blastomere B"
"B2",358,"Blastomere B"
"B2",350,"Blastomere B"
"B2",351,"Blastomere B"
"B2",354,"Blastomere B"
"B2",353,"Blastomere B"
"B2",352,"Blastomere B"
"B2",342,"Blastomere B"
"B2",352,"Blastomere B"
"B2",356,"Blastomere B"
"B2",356,"Blastomere B"
"B2",354,"Blastomere B"
"B2",362,"Blastomere B"
"B2",362,"Blastomere B"
"B2",352,"Blastomere B"
"B2",349,"Blastomere B"
"B2",362,"Blastomere B"
"B2",348,"Blastomere B"
"B2",361,"Blastomere B"
"B2",372,"Blastomere B"
"B2",356,"Blastomere B"
"B2",341,"Blastomere B"
"B2",361,"Blastomere B"
"B2",344,"Blastomere B"
"B2",351,"Blastomere B"
"B2",349,"Blastomere B"
"B2",349,"Blastomere B"
"B2",349,"Blastomere B"
"B2",354,"Blastomere B"
"B2",339,"Blastomere B"
"B2",345,"Blastomere B"
"B2",350,"Blastomere B"
"B2",339,"Blastomere B"
"B2",353,"Blastomere B"
"B2",355,"Blastomere B"
"B2",355,"Blastomere B"
"B2",356,"Blastomere B"
"B2",363,"Blastomere B"
"B2",354,"Blastomere B"
"B2",351,"Blastomere B"
"B2",343,"Blastomere B"
"B2",354,"Blastomere B"
"B2",355,"Blastomere B"
"B2",355,"Blastomere B"
"B2",352,"Blastomere B"
"B2",343,"Blastomere B"
"B2",351,"Blastomere B"
"B2",343,"Blastomere B"
"B2",359,"Blastomere B"
"B2",359,"Blastomere B"
"B2",349,"Blastomere B"
"B2",345,"Blastomere B"
"B2",356,"Blastomere B"
"B2",352,"Blastomere B"
"B2",344,"Blastomere B"
"B2",358,"Blastomere B"
"B2",353,"Blastomere B"
"B2",356,"Blastomere B"
"B2",344,"Blastomere B"
"B2",347,"Blastomere B"
"B2",353,"Blastomere B"
"B2",360,"Blastomere B"
"B2",363,"Blastomere B"
"B2",352,"Blastomere B"
"B2",363,"Blastomere B"
"B2",353,"Blastomere B"
"B2",347,"Blastomere B"
"B2",337,"Blastomere B"
"B2",351,"Blastomere B"
"B2",345,"Blastomere B"
"B2",341,"Blastomere B"
"B2",361,"Blastomere B"
"B2",340,"Blastomere B"
"B2",363,"Blastomere B"
"B2",356,"Blastomere B"
"B2",348,"Blastomere B"
"B2",356,"Blastomere B"
"B2",351,"Blastomere B"
"B2",344,"Blastomere B"
"B2",357,"Blastomere B"
"B2",345,"Blastomere B"
"B2",355,"Blastomere B"
"B2",348,"Blastomere B"
"B2",349,"Blastomere B"
"B2",345,"Blastomere B"
"B2",335,"Blastomere B"
"B2",349,"Blastomere B"
"B2",365,"Blastomere B"
"B2",349,"Blastomere B"
"B2",341,"Blastomere B"
"B2",354,"Blastomere B"
"B2",345,"Blastomere B"
"B2",357,"Blastomere B"
"B2",349,"Blastomere B"
"B2",349,"Blastomere B"
"B2",360,"Blastomere B"
"B2",346,"Blastomere B"
"B2",351,"Blastomere B"
"B2",345,"Blastomere B"
"B2",355,"Blastomere B"
"B2",341,"Blastomere B"
"B2",341,"Blastomere B"
"B2",347,"Blastomere B"
"B2",357,"Blastomere B"
"B2",350,"Blastomere B"
"B2",364,"Blastomere B"
"B2",353,"Blastomere B"
"B2",361,"Blastomere B"
"B2",357,"Blastomere B"
"B2",364,"Blastomere B"
"B2",354,"Blastomere B"
"B2",346,"Blastomere B"
"B2",343,"Blastomere B"
"B2",350,"Blastomere B"
"B2",355,"Blastomere B"
"B2",358,"Blastomere B"
"B2",357,"Blastomere B"
"B2",352,"Blastomere B"
"B2",353,"Blastomere B"
"B2",342,"Blastomere B"
"B2",352,"Blastomere B"
"B2",354,"Blastomere B"
"B2",355,"Blastomere B"
"B2",345,"Blastomere B"
"B2",350,"Blastomere B"
"B2",357,"Blastomere B"
"B2",360,"Blastomere B"
"B2",355,"Blastomere B"
"B2",350,"Blastomere B"
"B2",349,"Blastomere B"
"B2",350,"Blastomere B"
"B2",350,"Blastomere B"
"B2",350,"Blastomere B"
"B2",352,"Blastomere B"
"B2",356,"Blastomere B"
"B2",354,"Blastomere B"
"B2",345,"Blastomere B"
"B2",359,"Blastomere B"
"B2",351,"Blastomere B"
"B2",343,"Blastomere B"
"B2",356,"Blastomere B"
"B2",350,"Blastomere B"
"B2",342,"Blastomere B"
"B2",355,"Blastomere B"
"B2",353,"Blastomere B"
"B2",337,"Blastomere B"
"B2",351,"Blastomere B"
"B2",356,"Blastomere B"
"B2",359,"Blastomere B"
"B2",351,"Blastomere B"
"B2",353,"Blastomere B"
"B2",337,"Blastomere B"
"B2",346,"Blastomere B"
"B2",360,"Blastomere B"
"B2",360,"Blastomere B"
"B2",361,"Blastomere B"
"B2",333,"Blastomere B"
"B2",357,"Blastomere B"
"B2",360,"Blastomere B"
"B2",355,"Blastomere B"
"B2",373,"Blastomere B"
"B2",344,"Blastomere B"
"B2",333,"Blastomere B"
"B2",352,"Blastomere B"
"B2",345,"Blastomere B"
"B2",342,"Blastomere B"
"B2",347,"Blastomere B"
"B2",340,"Blastomere B"
"B2",346,"Blastomere B"
"B2",373,"Blastomere B"
"B2",356,"Blastomere B"
"B2",353,"Blastomere B"
"B2",349,"Blastomere B"
"B2",360,"Blastomere B"
"B2",358,"Blastomere B"
"B2",364,"Blastomere B"
"B2",345,"Blastomere B"
"B2",353,"Blastomere B"
"B2",359,"Blastomere B"
"B2",355,"Blastomere B"
"B2",356,"Blastomere B"
"B2",362,"Blastomere B"
"B2",346,"Blastomere B"
"B2",356,"Blastomere B"
"B2",345,"Blastomere B"
"B2",351,"Blastomere B"
"B2",352,"Blastomere B"
"B2",346,"Blastomere B"
"B2",359,"Blastomere B"
"B2",352,"Blastomere B"
"B2",357,"Blastomere B"
"B2",343,"Blastomere B"
"B2",348,"Blastomere B"
"B2",357,"Blastomere B"
"B2",346,"Blastomere B"
"B2",362,"Blastomere B"
"B2",356,"Blastomere B"
"B2",345,"Blastomere B"
"B2",361,"Blastomere B"
"B2",362,"Blastomere B"
"B2",359,"Blastomere B"
"B2",351,"Blastomere B"
"B2",347,"Blastomere B"
"B2",354,"Blastomere B"
"B2",351,"Blastomere B"
"B2",356,"Blastomere B"
"B2",349,"Blastomere B"
"B2",371,"Blastomere B"
"B2",353,"Blastomere B"
"B2",359,"Blastomere B"
"B2",341,"Blastomere B"
"B2",345,"Blastomere B"
"B2",349,"Blastomere B"
"B2",355,"Blastomere B"
"B2",352,"Blastomere B"
"B2",341,"Blastomere B"
"B2",346,"Blastomere B"
"B2",361,"Blastomere B"
"B2",352,"Blastomere B"
"B2",344,"Blastomere B"
"B2",354,"Blastomere B"
"B2",359,"Blastomere B"
